id,reviewerName,rating,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
4597,Tom Hiltbrunn,5.0,I have had it for six months or so now and have had no problems with it. It's awesome. Thanks!,2014-06-04,187,0,0,0,0,0.0,0.0
4598,TomiKang,3.0,"I thought every app could be transferred into the sd card but no. The description said that I would speed up the device a little but I think it got slower, I have samsung device and its not faster at all and not improving it also. I love this sd card I realy do RECOMMEND IT. But there are some pitty partsnto it. Still love it~~",2013-10-18,416,0,0,0,0,0.0,0.0
4599,Tom L. Urbaniak,5.0,"Worked exactly as advertised, good price, happy with our purchase. Will probably wait for the 64gb version to drop a bit in price before I get one for my phone. This one was for the wife.",2013-10-11,423,0,0,0,0,0.0,0.0
4600,Tom Me,4.0,This does not lock in perfectly into a Surface 2. It locks in but you have to force it. Other than that it gives you about 59gb once installed.,2014-01-07,335,0,0,0,0,0.0,0.0
4601,"Tommy Dee ""EnglishmanHi Tech""",5.0,"I only ever use SanDisk and have never had a problem, This is for my Wife's new 1st smartphone, so needed a class 10 and Amazon always has the best price, either in the US or Amazon UK",2013-03-27,621,0,0,0,0,0.0,0.0
4602,"Tommy J. Roxas Jr. ""roxashah""",5.0,I plugged this little dude into my Galaxy S4 and have been living with the luxury of being able to store and carry around all my music.  Very good value and I would highly suggest!,2014-09-06,93,0,0,0,0,0.0,0.0
4603,"Tommy ""Some Days You're The Dog ; Some Days Y...",2.0,"I ordered two 32GB and two 64Gb versions of these memory cards (but I can write only one review per Amazon). Two 32GB cards went into a camera and a cell phone which only accept up to 32GB cards -- and one 64GB card went into my Samsung Galaxy S3 cell phone. The second 64GB card's a spare.The Galaxy S3 phone accepted the 64GB MicroSD card with no problems -- except for the fact that my Galaxy S3 only recognizes 59.7GB of the 64GB MicroSD card. I have no idea why it does that and why I lost over 5GB of an empty MicroSD card but I'm okay with that -- I guess. 60GB's is still plenty. The transfers of music, videos, and pictures between the phone's internal 16GB memory and the 64GB MicroSD card is wayyy faster than the old SanDisk 16GB MicroSD card that was in there. The same noticeably faster speeds between my desktop computer and the 64GB MicroSD card were also smile inspiring.As for the SanDisk MicroSD cards -- they work great and seem to operate pretty darn fast. They're definitely faster than the old 16GB SanDisk MicroSD cards I had installed in my camera and cell phone(s).Now -- as for the shipping -- dismal! I ordered two 32GB along with two 64GB MicroSD cards on August 21 during an Amazon Gold Box sale. According to the tracking feature they didn't even transmit the shipping info to the carrier (USPS) until August 31. All four were shipped together. I didn't receive them until September 6 -- a full 16 days after I ordered. A little over two weeks for four tiny items that were indicated on the Amazon page as being -- ""In Stock. Ships from and sold by Amazon.com"" -- at the time of purchase. They also shipped all four tiny MicroSD card packages in a way over-sized box which the USPS couldn't fit into the mailbox so I had to make a cross-town trip to the US Post Office and stand in a very long and slow moving line to pick up the box. They could have all four EASILY fit in one small envelope. Even a small padded envelope. I left packaging feedback on that already.This is the 3rd straight time that Amazon shipping was horrible over the last several months -- and that is why the 2-star rating. This is not the Amazon shipping that I remember.",2012-08-09,851,0,1,1,-1,0.0,0.0
4604,"Tom ""tm1579""",5.0,"The samsung  S4 is only 16G not enough so I bough this 32G plug to have more storage , so far I have no problem, music, video, copy/delete file do all kind of thing still good.",2013-08-18,477,0,0,0,0,0.0,0.0
4605,TomZ,5.0,What I needed - good price ! I am using this for my s3 and it works well. Takes pictures in an instant.,2013-07-29,497,0,0,0,0,0.0,0.0
4606,T. ONeill,5.0,What more can be said?  This card is made by the leader in flash memory and was a reasonable price and very fast.,2014-05-27,195,0,0,0,0,0.0,0.0
4607,TonyBOY,5.0,great price for such a super big storage. works well and so far no problem. will highly recommend for smartphones and tablets.,2012-08-27,833,0,0,0,0,0.0,0.0
4608,Tony C.,5.0,good memory card. no issues. works as it should. price is great when you are able to find it on a lightning deal!,2013-03-28,620,0,0,0,0,0.0,0.0
4609,Tony,4.0,Had to give it 4 stars because when formatted it only provides 28GB.  Not as clean as I would have expected a SanDisk product to be.  Especially a Class 10 product.,2014-08-07,123,0,0,0,0,0.0,0.0
4610,Tony,5.0,"I like this 32 GB micro memory card, it has a lot oF storage space for videos and photos.  I use it in my Spy Camera Mini Clock Radio.",2014-11-01,37,0,0,0,0,0.0,0.0
4611,Tony,5.0,"It's a fast, affordable cheap microsd card. What more could I say? San disk too, so it's definitely a good brand to buy.",2013-06-02,554,0,0,0,0,0.0,0.0
4612,Tony,1.0,This may be the worst memory card I've ever purchased - and I have bought a lot of card over the years - wish I had just stuck with my ADATA cardsFirst issue - I lost a bunch of photos - they just did not exist at all - it was as if I never took them  - but since there was a large gap in the file names I know for sure I didOf 200 photos taken about 40 in the middle just disappearedi could not even recover them using a deep scan toolI've been shooting digital since the mid 90s and this is the first time anything like this has ever happenedThen there is the cheesy SD adapter - the switch was so loose it switched to locked while I was taking pictures.Luckily the camera warned me that the card was read only - after having already taken a bunch of shots that has saved without issueFinally I figured I could just use these in my Samsung phones - no such luck - the second I put them in and took a photo I got an error that it could not right to the card and I could no longer see the 8gig of photos that were on itYes this may be a know issue with the cards - I see a review mentioned that - and I see that SanDisk will replace them - but they cannot replace the photos I lost - so keep that in mind when considering this card - I will,2014-06-15,176,0,0,0,0,0.0,0.0
4613,Tony M,5.0,I bought two of these. One for my Galaxy S3 and the other for my Samsung Tablet. Had no problems using it with either one. A definite must have.,2012-12-17,721,0,0,0,0,0.0,0.0
4614,Tonys59,5.0,"Works great, in my phone now I was running out of space but this came to the rescue now I can take more pics!!!",2013-08-10,485,0,0,0,0,0.0,0.0
4615,Tony the Mofo Tiger,5.0,"i know what my title says, and it's the actual amount on the card, which is really good. other cards that i own have a greater difference per advertised amount. i use it for my lenovo lynx tablet and it works perfectly.",2014-12-01,7,0,0,0,0,0.0,0.0
4616,Tony V.,5.0,"I chose this for it's size, both physically and virtually. I recently got a new phone that can support 64GB and because I have a lot of music photos and videos, this was a no-brainer, especially since it's rare to find any other 64GB micro SD, SanDisk is the only one I can find, but that's not a bad thing, I trust this brand. It's kind of hard to review a micro SD because if it works, it works, there's not much to it.",2012-12-25,713,0,0,0,0,0.0,0.0
4617,Tony V,5.0,I used this SD card on my Nvidia Shield and works as advertised very quick transfer speeds.,2014-08-07,123,0,0,0,0,0.0,0.0
4618,Tony Z,5.0,"Bought it for my Android cell phone (Moto Droid X2) and it works great. Very fast, plays MP3s with no skipping, transferred apps that could be moved to the SD card with no problems to create more internal memory space. Wasn't sure it was necessary to get a class 10 card, but this SanDisk ultra 32 GB allowed me purchase a good quality card at a very reasonable cost.",2013-01-07,700,0,0,0,0,0.0,0.0
4619,"toobad ""toobad""",5.0,"This card has lots of room for everything. A Class 10 card for about $20, you can not go wrong.",2013-04-29,588,0,0,0,0,0.0,0.0
4620,Tool Nut 102,5.0,Not much more to say; it's a good quality SD card that does the job (presently in a Galaxy S5) with no issues whatsoever.  As you'd expect.,2014-06-28,163,0,0,0,0,0.0,0.0
4621,Tooncesmom,5.0,I bought this micro card to use in a security camera for continuous recording. It works perfectly and is the ideal size for all night surveillance. The San Disk name offers confidence in quality.,2013-12-12,361,0,0,0,0,0.0,0.0
4622,"Topo Gigio ""TG""",4.0,I just installed it and working OK so far,2014-03-07,276,0,0,0,0,0.0,0.0
4623,Torako,5.0,"Bought this by accident for my Samsung Galaxy s3 but the phone reads it and accepts all 64 gb so I am a happy camper. Worked the first time so I bought one more for my Galaxy Tab 2. Again, no problems! Awesome card!",2013-10-24,410,0,0,0,0,0.0,0.0
4624,Tori,5.0,Just what I needed for my Tablet. Recommend the product and getting one for my phone too. Fits my expectations.,2013-05-09,578,0,0,0,0,0.0,0.0
4625,Torres,5.0,Este fue una buena compras ha sido todo lo que esperaba del producto. Fue un bueno producto. Llego en el momento indicado.,2013-01-19,688,0,0,0,0,0.0,0.0
4626,Tough Nut,5.0,"I'm not sure what else to say other than, &#34;it works&#34;.  I use this card with my Sandisk Wireless Flash.....I think I'll buy a couple more.",2014-05-21,201,0,0,0,0,0.0,0.0
4627,tparich,5.0,Shopped around a bit and this was by far the best deal on this card. Works great in Galaxy S3.,2013-10-29,405,0,0,0,0,0.0,0.0
4628,T. Paul,5.0,I really enjoy the generous storage space that my Samsung Galaxy SIII has. Every once in a long while I have to unmount/remount the drive but I doubt it's the card and most likely the phone. I would highly recommend.,2014-01-30,312,0,0,0,0,0.0,0.0
4629,Tprime,5.0,"as described. took 3 weeks to arrive from china but its the real thing, same as picture. Speeds are good, 30mb/s read, 10mb/s write.",2013-12-12,361,0,0,0,0,0.0,0.0
4630,trainersteven,4.0,"Great Card but poor packaging don't understand why these manufactures seem to think that putting all this plastic wrap all over the cards is good, anyway the card is high quality sturdy and quick to save and pull information from on my wife's Samsung Galaxy S3",2012-12-10,728,0,0,0,0,0.0,0.0
4631,traveleinfool,5.0,"I got this to allow me to store and move movies and photos.  It holds a lot and playing videos straight from the card works fine.  So, it does what I needed it to do.  You generally can't go wrong with genuine SanDisk products.",2012-12-31,707,0,0,0,0,0.0,0.0
4632,"Traveler46 ""Traveler from '46""",5.0,This micro SD with adapter works fine.  I have no complaints.  If there was one thing I would wish for is a little less packaging --- it was over packaged for something sent mail order.,2013-06-01,555,0,1,1,-1,0.0,0.0
4633,Travis B.,5.0,this gave me enough storage to record 2 long scuba dives at full 1080p @ 60FPS without having to transfer to the computer.  Thats close to 2 hours.  It comes with an adapter to use with other sd devices too.  Very Happy with it.,2013-06-28,528,0,0,0,0,0.0,0.0
4634,Travis,4.0,"I was really excited to get this because I hadn't changed my MicroSD card in my phone since I got the original droid.  I was so excited to see how much faster the write/read speeds would be.It worked great at first but then my phone started to tell me that it was unrecognizable and it kept ejecting it. I thought maybe it was a formatting issue so I reformatted it from my phone (Galaxy S4) but it just did the same thing.After a week of this I was very irritated and decided to give up and just return it and get another one. I was scared that it would do the same thing because many other people had issues with these cards in the galaxy's.To my surprise the new 32GB card that amazon sent back to me has been working great where as the other one would have been ejecting every other hour.I am really happy with amazon and their return policy. It was very fast and easy, I can honestly say I've never returned something so fast and so easy, they literally sent it next day delivery and at no cost to me.The only reason I gave it one star off is because I had to return the first one, other than that the product has been great so farI am extremely happy with amazon's service.As far as the SD card I'd definitely get another one if it worked like the one I have now.",2013-06-28,528,0,0,0,0,0.0,0.0
4635,"Travis Stock ""DiamondGuy""",5.0,"Easy to use, no thought necessary and plenty of storage for movies to use on my Microsoft Surface Pro 2",2014-12-05,3,0,0,0,0,0.0,0.0
4636,Travis Wallen,5.0,Use this in my Samsung galaxy s4. Never have an issue. I recommend at least a 32 gigabyte card if you have a smart phone,2014-04-23,229,1,0,1,1,1.0,0.2065493143772374
4637,TRB,5.0,Works great; should last a long time!,2014-10-07,62,0,0,0,0,0.0,0.0
4638,"Trent Gillespie ""Trent Gillespie""",5.0,"I purchased this card to use in a GoPro Hero 3. It keeps up with the 1080p video being wrote to it. I don't know if it would do 4k video, but 16GB wouldn't be enough for that type of quality either. Bravo SanDisk.",2014-05-05,217,0,0,0,0,0.0,0.0
4639,Trevor,5.0,"Got it to use with my Go Pro. This was cheaper than getting the regular SD Ultra card (Class 10). The read/write speed isn't quite as good as the regular SD Ultra card (Class 10), but it gets the job done. Shipped fast, great price, exactly as described!",2013-06-05,551,0,0,0,0,0.0,0.0
4640,Trevor J. Fayas,5.0,Great micro card for my wife's Moto Defy XT.  Lot of breathing room to install apps and take pics and vids.,2013-12-25,348,0,0,0,0,0.0,0.0
4641,Trevor Lightbourne,5.0,"The data speeds are kinda slow but I am enjoying this card and thinking of buying a 64GB, nice buy.",2013-08-13,482,0,0,0,0,0.0,0.0
4642,trey26k,5.0,"I purchased this to increase the storage on my tablet. Plugged in and worked immediately and was very affordable. I am not a tech expert but it seems to have no problem saving large video clips and playing them back. There was 1 cheaper than this, but this seemed to have better reviews so I went with this one. It was about half the cost of the cheapest one I could find at the big box store.",2014-01-15,327,0,0,0,0,0.0,0.0
4643,Trey,5.0,"Loaded up my mp3 collection in no time for use in my phone, came with SD adapter and in very small packaging, almost nothing to throw away! Card has worked great in my phone so far, no lag on video or audio. Good deal @ 30usd",2013-08-22,473,0,0,0,0,0.0,0.0
4644,TR from WA,1.0,"As others have found, these cards do not last. Mine died in less than 2 months. Lost several photos that I had not backed up yet. The warranty replacement died within 3 months.Go with another brand. I've been using a Kingston and so far, 9 months later, still working.",2013-12-28,345,0,0,0,0,0.0,0.0
4645,Tria,5.0,"So far, no complaints. Excited about the price. Excited about the size. I only hope my files won't get erased randomly. I will try to update this in a few weeks.",2013-08-12,483,0,0,0,0,0.0,0.0
4646,TRice,5.0,fast and holds all my music and larger apps.,2014-07-07,154,0,0,0,0,0.0,0.0
4647,"Trip ""SC""",4.0,"So far it has worked very well, stores more that I need which is a great feature. Another nice feature is the red paint, really, I drop these little cards and the all black version are often hard to find, the red is easy to spot, now if it only glowed in the dark..lol",2013-10-11,423,0,0,0,0,0.0,0.0
4648,trlamb,5.0,"Fast saves in my Nikon Coolpix S8200. Here's my test: I was traveling with my tablet, laptop and camera, when my laptop crashed. No longer able to transfer photos from camera to laptop via my class 10 SD card, I bought the only microSD card that the big box store had (a class 4). The class 4 microSD card with adapter worked in my Nikon Coolpix but I kept seeing messages to wait while the card finished saving. Since switching to the SanDisk microSDHC class 10, there have been no more wait messages on my camera.",2014-12-06,2,0,0,0,0,0.0,0.0
4649,T. Roberts,5.0,"Works very well in all devices I've tried it in (Note 8, Hisense Pro, Razr M). No complaints. Great price for tons of storage.",2013-04-08,609,0,0,0,0,0.0,0.0
4650,"Troy E. Forbes ""Troy E. Forbes""",5.0,"Excellent secondary storage device! I have one installed in my mobile phone, and one in my tablet. They have greatly enhanced my multimedia options. My phone has over 4000 songs on it with room for more. My tablet has about 42 full-length good quality movies loaded.",2013-10-15,419,0,0,0,0,0.0,0.0
4651,troy groetken,5.0,I purchased and use with my Surface.  It stores quickly and is easy to use.  I really like that SanDisk makes it compatible with regular SDXC and Micro.  Good product.,2013-02-04,672,0,0,0,0,0.0,0.0
4652,Troy  N.Stennett,3.0,"I'm using this in a SAMSUNG GALAXY S3 16GB unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that you'll be so p.o at a crucial moment , say for example you want  to access a video  or doc , that when you do actually get your file you've lost  all faith in the card .So buy it for the capacity but always remember it's not reliable  for fast access.",2013-12-22,351,0,0,0,0,0.0,0.0
4653,"T. Schultz ""GiantStuffedAnimals""",5.0,"Added space for movies, games, books, pictures, and music. Also great to relive the carrier's stock S4 for space. All major US carriers only supported the 16GB version of the S4",2014-05-01,221,0,0,0,0,0.0,0.0
4654,"T. Shepp ""TWS""",4.0,"There are plenty of these on the market, but SanDIsk is a brand I trust, great size, and a really good value.",2013-08-20,475,0,0,0,0,0.0,0.0
4655,T. Sonn,5.0,"Bought this for a recently acquired GoPro 3. Stuck it in and had no problems. I would recommend these cards looking for a micro SD for any electronics that need them. Great balance between price, performance and reliability.",2014-01-23,319,0,0,0,0,0.0,0.0
4656,T. Stinson,5.0,"Bought 2 of them for each of our new S4 phones and they both work great.  No issues.  Saves pictures to card fast, transferred music from PC to card fast and I can play and view pictures and videos with no problems.",2013-06-08,548,0,0,0,0,0.0,0.0
4657,T. Triol,5.0,Work perfect in my GoPro camera. I have always found San Disk are the best. I would definitely buy again.,2012-08-12,848,0,0,0,0,0.0,0.0
4658,Tubifex,5.0,I have had a few different brands of SD card's and I keep coming back to Sandisk. The price and quality is great.,2013-04-19,598,0,0,0,0,0.0,0.0
4659,TucsonShopper,5.0,"High speed class 10 memory works great in my new Microsoft Surface RT (saved my over $80 for an addition 32GB from MS). All of my work for the past decade fits into 32GBs. At $19, it costs less than any other class 10 card (in other words, it's the fastest at this price). It's plenty fast for me. But, as reviewer NLee points out, it is very easy to confuse this with much slower class 6 cards (so be careful as you compare). This card worked as soon as I plugged it in - with no problems. Highly recommended. Now, some test the Transend microSD as faster (see first commend for one URL), but performance is more likely limited by your reader. SanDisk is the most popular for good reasons (#1 selling microSDHC card at Amazon). Now, this also means it is the most popular to counterfeit (the likely source of most poor experiences - recent sources estimate that millions have been purchased just on eBay and others have confirmed getting fakes through Amazon vendors). This comes with a SDHC adapter.Some (more expensive) cards you may want to consider (reliability and compatibility issues with others):Transcend Information TS32GUSDC10 32GB micro SDHC10 Flash Memory - No Box or Adapter(without adapter)Samsung 32GB High Speed MicroSDHC Memory Card with SD adapter(with adapter)Other items I also got for my MS Surface RT:Belkin USB 2.0 4-Port Ultra-Mini HubFosmon HDMI to Micro HDMI Cable (6 Feet)HDE Wireless USB Presentation Remote Clicker PenVG Hydei Edition Black Nylon Protective Carrying Bag with Removable Shoulder Strap for Microsoft Surface Windows RT 10.6-inch ClearType HD Display Tablet (32GB 64GB)Plugable USB 2.0 to 10/100 Fast Ethernet LAN Wired Network Adapter for Macbook Air, Chromebook, Windows, Wii, Wii U, Linux, and Specific Android Tablets (ASIX AX88772 chipset)GOgroove DynaMIX Noise-Isolating Earbuds w/ Microphone for Google Nexus 7 / Samsung Galaxy Note 10.1 / Asus Transformer / Coby Kyros / Kindle Fire / Microsoft Surface / iPad & More - Incl. Cleaning Kit",2012-11-23,745,3,0,3,3,1.0,0.4385029682449545
4660,Tudor Baciu,5.0,i choose this card to eliminate worries when i travel far away from home . very quick and look so strong,2013-01-20,687,1,0,1,1,1.0,0.2065493143772374
4661,Tu,5.0,"More storage for my phone. Easy to insert, it's really small hence micro, so make sure you don't end up losing it before you get it into your phone. I'm really happy with this product and decent price too.",2014-01-15,327,0,0,0,0,0.0,0.0
4662,Tunia,1.0,"Started acting erratically after about a month, it's now been a little over a month and all my files are gone. Not all of them were able to be backed up. I hope I can get at least the pictures back. Glad the S4 backs up photos automatically...",2013-07-26,500,1,0,1,1,1.0,0.2065493143772374
4663,tunnelratt,5.0,Sd card works perfect just as you would expect I would recomend this sd card to any one with a camera,2014-05-14,208,0,0,0,0,0.0,0.0
4664,TurkeyMan,5.0,"I never know what to write on these types of items...SanDisk is a name brand, I have never had a problem with any of their products.It works great in my I-Kam Extreme video glasses and the data transfers easily to my desktop pc.",2014-05-02,220,0,0,0,0,0.0,0.0
4665,tw98056,5.0,"Just got a new Razor Max HD with 32 GB and wanted to add more memory, paid a few more bucks for Sandisk and it's always worth it!  The phone recognized the additional memory and I'm good to go with 64 GB now.",2013-04-29,588,0,0,0,0,0.0,0.0
4666,T. Watts,5.0,Not a lot to say about this memory. Sits in my S4 phone with no issues. Does not appear to have any lags.,2013-11-29,374,0,0,0,0,0.0,0.0
4667,Tweak,5.0,"Actually their is an EXTREME version but the price is about double and since I am not planning to shoot in 2.7 or 4K their was no need to pay more and get no improvement. Grabbed 2 of these, one for my father for his Great for my GoPro HERO 3+ Black Edition and both cards worked as expected. Works great with 1080p @ 60FPS in the GoPro and I imagine it probably would work for 2.7 and maybe it would work with 4K but again not bought with that intent so these perfectly suit our needs.",2013-12-27,346,0,0,0,0,0.0,0.0
4668,"T. Wijaya ""TW""",5.0,"Price of micro SD per GB is much lower compared to a few years ago.Works fine with LG G2x and Galaxy Note 2.With all the new phones with more than 6M pixels and 1080p video, your internal storage is going to dry out very fast. External Micro SD is definitely a must.4GB and 8 GB are running out very fast :(. 32GB is definitely a welcome (especially if you buy it during the sale)Pro:1. Bought this during sale - under 25 USD.2. Class 10 - fastest (for now)3. Trusted brand: SanDiskCons:None.",2013-07-02,524,0,0,0,0,0.0,0.0
4669,twilightstar,5.0,I think the title says it all. This card is &#34;Super Fast and Works Great&#34;. So happy to have this in my phone. (Samsung Galaxy SIII),2013-01-11,696,0,0,0,0,0.0,0.0
4670,"T. Winegard ""JerryandCynthia . com""",5.0,I bought this to go into the new Samsung Galaxy Note 8 tablet I bought. Works like a charm and big enough to hold my data.,2013-05-12,575,0,0,0,0,0.0,0.0
4671,Twin Jalanugraha,5.0,"I've wasted time and money trying other company's SD and MicroSD cards, some work all right, and some died on me, it's not the price that you pay but rather the value that you get. Let me tell ya, SanDisk makes the best memory cards, period..... I bought one of this card for my Samsung Galaxy Note 2 phone, mostly for movies and music. I usually use AnyDVD & Handbrake programs to convert movies (large MP4 also playable on my Samsung tablet) and simply copy-and-paste movies and musics on this little card. Both my phone and tablet read this card without any problem and I cannot imagine my phone without it. Now I've bought 2 more....",2013-06-21,535,0,0,0,0,0.0,0.0
4672,Twister,5.0,"Sandisk announcement of the first 128GB micro SD took internet by storm. Our phones evolved into multimedia powerhouses with 5.5&#34;-6&#34; displays, desktop grade processing power, OTG support for external peripheral accessories, powerful cameras, and more. The only thing was missing a super high capacity internal removable storage at an affordable price. 128GB micro SD announcement finally filled that gap, supported by amazon current sale of $119 shipped, but the question still remained if some of the older smartphones will be able to handle/recognize this capacity. I was personally curious considering original Note 2 spec was calling for support of up to 64GB only.Now, about the card itself. Its their Ultra edition with a read speeds of up 30MB/s and Class 10 performance. As part of Ultra edition it's considered to be waterproof, temperature-proof, x-ray-proof, magnet-proof, and also shockproof. In addition to a flash card itself, it also includes SD adapter for compatibility with digital cameras and also direct reading on laptops/PCs support SD card.So here comes the verdict: IT WORKS with Note 2!!! My Note 2 is all stock, Verizon SCH-I605 version, running stock Android 4.3. I checked the card first with an adapter on my laptop and then mounted it on my Note 2 where it was recognized with a right capacity. I also ran A1 SD Benchmark app (both long and accurate benchmark tests) to verify it with success. Read/write speed were not quite near 30MB/s, but it's still pretty good.My opinion? This card takes multimedia powerhouse Note 2 to the next level!!! Now you don't have to be limited and can store your favorite albums in FLAC audio format, or have a small library of your favorite movies stored permanently, or take more high def videos, and so on. Just always stay up to date with backups. If flash card fails, it will be covered under warranty, but your pictures and videos will be lost forever.",2014-07-03,158,45,4,49,41,0.9183673469387756,0.808108724034287
4673,TX_4X4,5.0,I have used this in my smart phone for about 5 months with no problems.  I read other reviews on the specifics and decided that this was the best option.  I have not had any issues and would recommend this product.,2014-12-02,6,0,0,0,0,0.0,0.0
4674,TXAggieLady,5.0,works great for the price ad I use it for music and pictures. cant beat the quality and reliability of this brand,2013-12-27,346,0,0,0,0,0.0,0.0
4675,Ty,5.0,I bought it for my galaxy tab 10.1 and formatted it to FAT32.  Works excellent and i have more than enough space for what ever i need on my tablet.  going to buy another one for my Handy cam!,2013-07-18,508,0,0,0,0,0.0,0.0
4676,Tyler Durden,5.0,Bought this to go into my Galaxy Note II. My phone recognized it and started using it immediately and automatically.  Very happy with purchase and would recommend to anyone with a Galaxy Note II.,2014-07-05,156,0,0,0,0,0.0,0.0
4677,"Tyler J. Larson ""Tman52""",5.0,pretty good! had a hiccup then they were pretty helpful and fixing the problem! used for my go pro and works freaking great!,2013-11-18,385,0,0,0,0,0.0,0.0
4678,Tyler Murray,5.0,Not cheap but really quite amazing that they can now fit so much info on such a small item. Already have a 16 GB version and expect this will perform the same. Comes with an adapter and also a plastic case that holds both the micro sd card and adapter which is nice.Almost wish they made a bigger capacity version as I use this with a GoPro and even this 64 GB model will fill up quickly.,2013-11-27,376,0,0,0,0,0.0,0.0
4679,Tyler Pomerhn,5.0,"I get 59.8GB of space on this in my Razr Maxx. I swapped it in in place of the factory 16GB one and had the system format it. It caused the phone to reboot, but after a reboot I had the full storage space. Seems quick enough to load... have not done full file transfer tests but loading 1700 songs onto it took about a half hour.",2012-11-30,738,0,0,0,0,0.0,0.0
4680,Tyler S.,4.0,I got this SD card for my android tablet. My only complaint is after the tablet installed its file system my computers would no longer recognize the SD card. Still love it.,2014-03-18,265,0,0,0,0,0.0,0.0
4681,typhoon43,5.0,"I needed a place to shove all my music videos for party portability. The write speeds are around 10-12MB a second, so it's no barn burner, but read speeds are good enough to playback 1080p content, and that's what really counts to me.",2014-01-29,313,0,0,0,0,0.0,0.0
4682,Tyson,5.0,Works flawlessly.  I dont buy any SD cards unless its from SanDisk.  Never had a problem with them and i know their class speeds are true or under rated compared to other brands.,2013-06-12,544,0,0,0,0,0.0,0.0
4683,U2,5.0,Yep. Works like it should.,2014-05-07,215,0,0,0,0,0.0,0.0
4684,u e chapa,5.0,"the micro card was a snap to insert into my tablet and now i have the extra storage should i ever need it.  i use sandisk cards on all my cameras also 'cause they're quality products, and i got this one for a great price too.",2014-01-06,336,0,0,0,0,0.0,0.0
4685,ukswrath,5.0,"Installed one of these in my Galaxy S4, nice addition. All my HD movies and audio files stream from this card, Perfect!",2013-06-24,532,0,0,0,0,0.0,0.0
4686,"Ulises Bocchio ""Ulises Bocchio""",5.0,Works great with my Samsung Galaxy Note 3. Now I have 96GB total memory! Awesome! The price was quite good too,2013-05-11,576,0,0,0,0,0.0,0.0
4687,Umang,5.0,Correctly priced. I bought it to use with my surface pro. Works great out of the box and transfer speeds are excellent.,2013-09-04,460,0,0,0,0,0.0,0.0
4688,Umpire.20,5.0,"I've used many SanDisk memory cards over the years.  This one ranks way up there just like all the others.  I am using it in a Samsung Tablet and it does all I want it to do.  I cannot comment on speed, since that isn't an issue to me.  For storage this is quite the gem.  And I bought it &#34;pretty cheap&#34;.",2014-01-31,311,0,0,0,0,0.0,0.0
4689,Uncle Gary,5.0,I got this micro sd card strictly to hold music on my HTC One M8. I was able to fit approx 840 albums ripped at 192kbps vbr in AAC format using dBpoweramp. Couldn't ask for anything better. 5 stars.,2014-06-21,170,0,0,0,0,0.0,0.0
4690,"Underberg ""Underberg""",5.0,"It works just fine in my Galaxy 3s phone.  Now, I more room than I know what to do with.",2013-07-12,514,0,0,0,0,0.0,0.0
4691,unixman,5.0,Works fine in a Samsung Galaxy Note 2 - no need to format (although I did) - recognized as soon as it was popped in 59.47GB usable.Arrived really fast and nicely packaged.  I would order again.,2012-12-29,709,0,0,0,0,0.0,0.0
4692,Unsatisfied,5.0,This is about the same as what you would pay at Costco but you don't have to pay the sales tax. Same card lower price. Nice.,2014-01-20,322,0,0,0,0,0.0,0.0
4693,"USMC-Vet ""The Few The Proud""",5.0,"I really don't know that the complaints other posted were all about, but I have bought 3 of these sandisk micro sd card already.  for my phone, my wife and my daughter's phone. store lots of movies, pictures. videos....etc. all works just fine, no issues at all.",2013-09-22,442,0,0,0,0,0.0,0.0
4694,"V. Alapati ""venkata""",3.0,my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening.,2013-05-08,579,0,0,0,0,0.0,0.0
4695,"Valentina ""DiveGirl55""",5.0,"SANDISK makes great products, I always try to buy their name. This is for the Sony digital recorder I also bought.",2014-03-05,278,0,0,0,0,0.0,0.0
4696,"Vanessa Roberts ""Book Lover""",5.0,"I got the &#34;Ultra&#34; becuase it said it lets your camera phone save pictures faster, it seems to do that. Also, it was a great price.",2013-03-04,644,0,0,0,0,0.0,0.0
4697,varma1986,5.0,"I purchased this Micro SD card with adapter to supplement my UltraBook which came with a MSata storage of only 128Gb.The 64 GB SD Card is a whole lot of storage and the prices of these have fallen to low in recent times and believe will fall further as newer technologies will come.I would recommend this 64GB original SanDisk Micro SD card for anyone who needs large storage space at good prices, especially for the Samsung Galaxy S2 & S3 or the UltraBooks.",2012-06-10,911,1,0,1,1,1.0,0.2065493143772374
4698,Varune,5.0,not much to be said about this. sandisk makes some of the best SD cards..i have even washed mine in the washing machine by mistake and it still works,2014-01-16,326,0,0,0,0,0.0,0.0
4699,vato,4.0,"this item works great but maybe a better price would be better, I use it on my phones works great",2013-07-21,505,0,0,0,0,0.0,0.0
4700,Vatsal Agarwal,5.0,Been using this card in my Nokia Lumia 820 for over a year now. It gives decent speed and works good. No issues at all.,2014-03-25,258,0,0,0,0,0.0,0.0
